AppID,Name,Positive_ratings,Negative_ratings,Price,Rating_difference
227060,Hegemony Rome: The Rise of Caesar,261,173,14.99,88
294670,Putt-Putt® Travels Through Time,246,18,6.99,228
292260,Spy Fox 3 Operation Ozone,98,13,6.99,85
294720,Putt-Putt® and Fatty Bear's Activity Pack,72,15,4.99,57
244450,Men of War: Assault Squad 2,31410,3179,29.99,28231
269790,DreadOut,3534,1101,14.99,2433
301150,The Treasures of Montezuma 4,438,90,6.99,348
300540,Sweet Lily Dreams,73,67,14.99,6
290990,Flower Shop: Summer In Fairbrook,84,39,9.99,45
290460,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,27,22,5.99,5
284930,Speed Kills,200,206,4.99,-6
301750,RADical ROACH Remastered,578,499,0.0,79
277510,Shiny The Firefly,65,44,0.99,21
292570,Chompy Chomp Chomp,390,164,1.99,226
279520,Rage Runner,26,25,4.99,1
248570,Toribash,13665,1740,0.0,11925
301190,Frederic: Resurrection of Music,789,151,2.99,638
292420,Panzer Elite Action Gold Edition,76,114,9.99,-38
293880,Dark Scavenger,198,30,4.99,168
282800,100% Orange Juice,21261,1598,1.74,19663
201810,Wolfenstein: The New Order,42568,4282,19.99,38286
266030,DRAKERZ-Confrontation,134,125,0.0,9
290040,Retro Game Crunch,321,83,9.99,238
279540,Pretentious Game,225,62,1.99,163
295250,Stranded,160,302,0.49,-142
300970,Fiesta Online NA,382,264,0.0,118
237930,Transistor,27006,1594,19.99,25412
284390,The Last Door - Collector's Edition,1878,105,9.99,1773
299420,CubeGun,185,131,0.0,54
239430,Q.U.B.E: Director's Cut,1438,285,2.49,1153
262410,World of Guns: Gun Disassembly,14480,2823,0.0,11657
291910,Firefighters 2014,328,228,24.99,100
255390,Max: The Curse of Brotherhood,1237,66,14.99,1171
274310,Always Sometimes Monsters,1773,602,9.99,1171
300220,Victim of Xen,267,172,9.99,95
263760,Turbo Dismount™,4685,358,9.99,4327
285310,RollerCoaster Tycoon®: Deluxe,5678,338,5.99,5340
285330,RollerCoaster Tycoon® 2: Triple Thrill Pack,3799,476,9.99,3323
302490,Ballad of Solar,157,24,6.99,133
296650,The Great Jitters: Pudding Panic,48,26,4.99,22
9940,Blade Kitten,830,176,2.99,654
268200,Antisquad,154,132,5.99,22
275610,"Warhammer 40,000: Kill Team",599,469,0.0,130
302460,I Am Vegend - Zombiegeddon,34,42,1.99,-8
301260,Gardens Inc. 2: The Road to Fame,45,6,9.99,39
289180,A.I.M.2 Clan Wars,342,94,2.99,248
289240,Perimeter: Emperor's Testament,24,12,3.99,12
277630,Panzer Tactics HD,137,51,9.99,86
293860,White Noise Online,441,227,4.99,214
245620,Tropico 5,10395,2877,19.99,7518
294140,They Breathe,1036,195,1.99,841
301690,Cobi Treasure Deluxe,188,178,2.99,10
261110,Killer is Dead - Nightmare Edition,5828,1891,19.99,3937
301200,Frederic: Evil Strikes Back,658,121,7.99,537
292230,Game Character Hub,218,97,14.99,121
272990,GAUGE,154,85,3.99,69
301700,Numba Deluxe,164,95,2.99,69
261470,Distant Worlds: Universe,1295,400,29.99,895
95400,ibb & obb,5064,469,11.99,4595
243470,Watch_Dogs™,24247,8758,29.99,15489
288270,liteCam HD 5.0: Screen/Stream Capture,33,42,19.99,-9
239120,Final Fantasy III (3D Remake),2205,467,15.99,1738
265830,Monochroma,514,176,19.99,338
293940,Kill The Bad Guy,214,129,9.99,85
278360,A Story About My Uncle,25589,2277,14.99,23312
293920,Spirited Heart Deluxe,35,41,19.99,-6
294750,Anomaly Defenders,403,107,1.99,296
244950,Where is my Heart?,132,38,7.99,94
294680,Putt-Putt® Enters the Race,140,6,6.99,134
279560,Dracula 4 and  5 - Special Steam Edition,73,50,7.99,23
294690,Putt-Putt® Joins the Circus,67,10,6.99,57
292820,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,47,75,6.99,-28
250620,Among the Sleep - Enhanced Edition,5446,776,16.99,4670
288650,HTR+ Slot Car Simulation,34,20,6.99,14
294550,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,106,3,6.99,103
301670,Salammbô: Battle for Carthage,54,19,4.99,35
302470,Battle Mages,111,39,3.99,72
289090,Ampu-Tea,1277,762,4.99,515
295750,The Floor is Jelly,337,71,9.99,266
295630,Defense Zone 2,112,20,3.99,92
263080,Pixel Boy and the Ever Expanding Dungeon,160,75,0.0,85
281580,Wings Over Europe,59,43,1.99,16
296050,Battlepaths,587,257,2.99,330
283020,The Campaign Series: Fall Weiss,25,46,1.49,-21
290770,The Fall,3094,416,9.99,2678
287580,Pandora: First Contact,372,219,29.99,153
302250,Manhunter,232,515,0.0,-283
299500,International Snooker,367,221,5.99,146
283680,Astebreed: Definitive Edition,1295,170,19.99,1125
287860,8-Bit Commando,176,140,1.99,36
260790,1001 Spikes,561,122,14.99,439
233290,Murdered: Soul Suspect,12690,2184,19.99,10506
253710,theHunter Classic,20447,16976,0.0,3471
301220,Legends of Persia,22,151,19.99,-129
302080,Bus Driver,1462,381,7.99,1081
293720,Dark Raid,29,107,3.99,-78
281920,Splatter - Zombiecalypse Now,2035,224,6.99,1811
302060,Trucks & Trailers,310,148,4.99,162
224600,Defiance,9674,2994,0.0,6680
299840,Metal Planet,13,42,0.0,-29
299780,Noir Syndrome,117,60,4.99,57
279260,Richard & Alice,290,105,5.99,185
205090,BIT.TRIP FLUX,78,77,0.0,1
268220,Meltdown,678,119,6.99,559
306200,The Happy Hereafter,290,80,3.99,210
247730,Nether: Resurrected,7101,10182,0.0,-3081
284770,Enigmatis 2: The Mists of Ravenwood,1283,38,9.99,1245
